phrase_name,tag_CK,count_CK,tag_j,count_j,total_count_CK,total_count_j,modified_count,modified_tag
上訴,"Nv1, VC2","0, 22",v,187,22,187,57,v
上課,Nv4,573,v,650,573,650,580,v
上議院,Nca,4,nt,272,4,272,30,nt
上賓,Nab,10,ns,61,10,61,15,ns
上路,VA13,39,ns,363,39,363,71,ns
上身,Nab,17,v,269,17,269,42,v
上車,"Nv4, VA13","0, 38",n,381,38,381,110,n
上述,Nad,536,b,5261,536,5261,1008,b
上進,VH11,33,v,67,33,67,36,v
上選,A,0,v,3,0,3,0,v
上邊,Ncdb,3,f,555,3,555,58,f
上邦,Nab,0,ns,3,0,3,0,ns
上部,Ncdb,10,f,348,10,348,43,f
上酒家,VA13,1,n,3,1,3,1,n
上釉,VA4,2,n,3,2,3,2,n
上鉤,VH11,6,v,70,6,70,12,v
上銀幕,VA4,0,b,3,0,3,0,b
上鏡頭,VH11,2,v,3,2,3,2,v
上門,VA13,27,ns,500,27,500,74,ns
上陣,VA4,27,v,275,27,275,51,v
上面,Ncdb,548,f,4976,548,4976,990,f
上頭,Ncdb,34,v,195,34,195,50,v
上額,Nce,0,b,3,0,3,0,b
上顎,Nab,2,n,36,2,36,5,n
上顎骨,Nab,1,z,3,1,3,1,z
上風,Nad,7,v,333,7,333,39,v
上香,VA4,10,ns,3,10,3,9,ns
上馬,VA13,7,ns,1114,7,1114,117,ns
上駟,Nab,0,i,3,0,3,0,i
上體,Nab,0,n,86,0,86,8,n
下,"Ncda, Nes, Nfi, Ng, VC1, VC31, VC32, VC33","1626, 1243, 229, 3298, 144, 485, 0, 0",f,108294,7025,108294,92957,f
下不了臺,VH11,1,l,42,1,42,5,l
下不為例,VH11,6,l,29,6,29,8,l
下丘腦,Nab,1,n,247,1,247,25,n
下人,Nab,4,n,182,4,182,21,n
下令,VE2,119,v,2080,119,2080,315,v
下來,"Di, Ng, VA11","136, 128, 165",t,16620,429,16620,5372,t
下傾,VH11,0,v,3,0,3,0,v
下元,Ndabd,0,t,5,0,5,0,t
下凡,VA13,8,v,112,8,112,18,v
下列,A,247,v,1082,247,1082,330,v
下功夫,VA4,11,n,265,11,265,36,n
下午,Ndabe,0,t,4712,0,4712,471,t
下午茶,Naa,20,n,3,20,3,18,n
下半旗,VA4,1,ns,7,1,7,1,ns
下半身,Nab,8,n,56,8,56,12,n
下去,"Di, VA11","407, 88",t,10474,495,10474,2540,t
下品,Nad,6,n,73,6,73,12,n
下問,b,0,v,3,0,3,0,v
下喙,Nab,4,i,3,4,3,3,i
下嚥,VA4,5,v,73,5,73,11,v
下坡,"Ncb, VA13","1, 2",ns,78,3,78,18,ns
下垂,VH11,18,v,285,18,285,44,v
下堂,VA13,0,n,19,0,19,1,n
下場,"Nac, VA13","31, 13",n,322,44,322,104,n
下墜,"VA11, VH11","5, 0",v,99,5,99,24,v
下墜球,Nac,1,n,3,1,3,1,n
下士,Nab,3,n,68,3,68,9,n
下女,Nab,0,n,3,0,3,0,n
下嫁,VC2,4,v,58,4,58,9,v
下子,Ndabf,0,n,22,0,22,2,n
下學,VA13,8,n,25,8,25,9,n
下官,Nhac,0,n,249,0,249,24,n
下定,VJ1,6,v,106,6,106,16,v
下定決心,VA4,30,l,201,30,201,47,l
下定義,VA4,4,l,15,4,15,5,l
下屬,Nab,25,v,1202,25,1202,142,v
下山,VA13,78,ns,766,78,766,146,ns
下工,VA4,1,v,25,1,25,3,v
下工夫,VA4,8,n,18,8,18,9,n
下巴,Nab,19,n,281,19,281,45,n
下巴頰,Nab,0,n,3,0,3,0,n
下帖,VB11,1,n,11,1,11,2,n
下帖子,VA4,0,n,3,0,3,0,n
下床,VA4,11,v,3,11,3,10,v
下廚,VA4,16,v,40,16,40,18,v
下廚房,VA13,0,vn,3,0,3,0,vn
下弦,A,0,v,8,0,8,0,v
下弦月,Nab,0,n,21,0,21,2,n
下情,Nad,1,n,21,1,21,3,n
下意識,"Dh, Nad","4, 12",v,251,16,251,64,v
下愚,Nab,0,n,3,0,3,0,n
下懷,Nad,0,v,3,0,3,0,v
下手,VA4,53,v,919,53,919,139,v
下拜,VA4,1,v,3,1,3,1,v
下挫,"Nv4, VH12","0, 54",v,46,54,46,57,v
下放,"Nv1, VC32","0, 13",v,266,13,266,64,v
下文,Nad,22,n,202,22,202,40,n
下斷語,VA4,0,l,3,0,3,0,l
下方,Ncdb,44,f,244,44,244,64,f
下旬,Ndabd,0,t,673,0,673,67,t
下柬,VA4,0,n,3,0,3,0,n
下條子,VA4,3,n,3,3,3,3,n
下棋,VA4,35,v,262,35,262,57,v
下榻,VC1,10,v,155,10,155,24,v
下樓,VA13,24,v,435,24,435,65,v
下標,VA4,0,v,15,0,15,1,v
下款,VA4,0,v,137,0,137,13,v
下毒,VA4,5,v,159,5,159,20,v
下毒手,VA4,2,v,181,2,181,19,v
下氣,VA4,0,n,3,0,3,0,n
下水,VA4,30,v,496,30,496,76,v
下水禮,Nac,0,n,3,0,3,0,n
下水船,Nab,3,n,3,3,3,3,n
下水道,Nab,52,n,103,52,103,57,n
下江,VA13,0,ns,25,0,25,2,ns
下沉,VA11,9,v,319,9,319,40,v
下注,VA4,17,v,74,17,74,22,v
下流,VH11,7,v,155,7,155,21,v
下海,VA13,23,ns,148,23,148,35,ns
下游,Ncb,74,f,1578,74,1578,224,f
下滑,"Nv4, VA11","0, 47",v,700,47,700,182,v
下瀉,VA4,0,v,13,0,13,1,v
下片,VH11,0,n,3,0,3,0,n
下獄,VA13,7,v,196,7,196,25,v
下班,VA13,84,v,623,84,623,137,v
下田,VA13,15,n,27,15,27,16,n
下界,Ncb,0,n,122,0,122,12,n
下略,"Nad, VH11","0, 0",v,3,0,3,0,v
下疳,Nad,0,n,14,0,14,1,n
下禮,VA4,0,v,3,0,3,0,v
下種,VA4,0,v,16,0,16,1,v
下筆,VA4,13,v,100,13,100,21,v
下筆成章,VH11,0,i,2,0,2,0,i
下策,Nac,4,n,20,4,20,5,n
下箸,VA4,2,vn,3,2,3,2,vn
下級,"Naeb, VH11","8, 0",b,1345,8,1345,276,b
下結論,VA4,4,n,55,4,55,9,n
下網,VA4,0,v,66,0,66,6,v
下聘,VA4,2,v,3,2,3,2,v
下肢,Naea,18,n,182,18,182,34,n
下肢骨,Nab,0,n,7,0,7,0,n
下腹,Nab,7,n,48,7,48,11,n
下膊,Nab,0,n,3,0,3,0,n
下臺,VH11,4,v,183,4,183,21,v
下落,Nad,22,v,699,22,699,89,v
下葬,VA11,5,v,129,5,129,17,v
下藥,VA4,5,n,25,5,25,7,n
下蛋,VA4,2,v,31,2,31,4,v
下行,b,0,v,161,0,161,16,v
下襬,Nab,1,"v, vn","81, 3",1,84,"8, 0","v, vn"
下課,VH11,76,v,96,76,96,78,v
下議院,Nca,2,n,24,2,24,4,n
下賤,VH11,3,v,87,3,87,11,v
下跌,VH12,71,v,980,71,980,161,v
下跪,VB11,13,v,133,13,133,25,v
下身,Naa,6,v,166,6,166,22,v
下車,"Nv4, VA13","0, 95",v,492,95,492,183,v
下述,A,15,v,205,15,205,34,v
下逐客令,VA4,2,n,9,2,9,2,n
下達,VJ3,15,v,1120,15,1120,125,v
下邊,Ncdb,6,f,516,6,516,57,f
下鄉,VA13,42,v,439,42,439,81,v
下酒,VB11,3,v,51,3,51,7,v
下野,"Nv4, VA13","0, 0",v,70,0,70,14,v
下鍋,VB11,10,n,565,10,565,65,n
下門,Nbc,0,v,3,0,3,0,v
下關,Nca,0,v,122,0,122,12,v
下降,Nv4,180,v,4833,180,4833,645,v
下限,Nad,11,v,142,11,142,24,v
下陷,"Nv4, VH11","0, 24",v,95,24,95,40,v
下雨,VA3,134,v,481,134,481,168,v
下雨天,Ndabd,0,n,27,0,27,2,n
下雪,VA3,28,v,145,28,145,39,v
下霜,VA3,0,n,3,0,3,0,n
下面,Ncdb,229,f,3980,229,3980,604,f
下頜,Nab,1,n,263,1,263,27,n
下頭,Ncdb,3,v,32,3,32,5,v
下額,Nab,0,n,3,0,3,0,n
下顎,Nab,11,n,81,11,81,18,n
下顎骨,Nab,0,z,3,0,3,0,z
下風,Nad,10,v,50,10,50,14,v
下飯,VH11,1,v,28,1,28,3,v
下餘,VJ3,0,l,3,0,3,0,l
下首,Ncdb,0,v,91,0,91,9,v
下馬,VA13,15,v,1043,15,1043,117,v
下馬威,VB11,1,ns,44,1,44,5,ns
下駟,Nab,0,i,3,0,3,0,i
下體,Nab,2,n,77,2,77,9,n
不,Dc,39013,d,360331,39013,360331,71144,d
不一,VH11,92,c,840,92,840,166,c
不一會兒,Dd,25,m,229,25,229,45,m
不一而足,VH11,15,i,57,15,57,19,i
不三不四,VH11,3,i,85,3,85,11,i
不上不下,VH11,3,l,10,3,10,3,l
不下,"Daa, VH11, VJ1","15, 8, 3",v,2030,26,2030,632,v
不世之材,Nab,0,i,3,0,3,0,i
不中不西,VH11,0,l,3,0,3,0,l
不丹,Nca,3,ns,102,3,102,12,ns
不久,Nddb,0,a,4679,0,4679,467,a
不了了之,VH11,17,i,116,17,116,26,i
不予,VL2,50,v,407,50,407,85,v
不二,b,0,m,215,0,215,21,m
不二價,VH11,7,n,3,7,3,6,n
不二法門,Nad,18,l,10,18,10,17,l
不亞於,VJ1,19,v,185,19,185,35,v
不亢不卑,VH11,2,i,23,2,23,4,i
不亦樂乎,VH21,17,i,110,17,110,26,i
不人道,VH11,12,l,35,12,35,14,l
不仁,VH11,5,v,3,5,3,4,v
不以為然,VI1,65,i,308,65,308,89,i
不但,Cbbb,1085,c,4575,1085,4575,1434,c
不住,Dd,44,v,2023,44,2023,241,v
不作美,VH11,2,i,3,2,3,2,i
不作聲,VA4,3,n,3,3,3,3,n
不便,"Nv4, VH15","160, 43",c,1093,203,1093,401,c
不修邊幅,VH11,5,n,20,5,20,6,n
不倒翁,Nab,2,n,21,2,21,3,n
不倫不類,VH11,9,i,98,9,98,17,i
不值,VH15,19,n,152,19,152,32,n
不值一笑,VH11,0,l,8,0,8,0,l
不值一顧,VH11,1,l,3,1,3,1,l
不假外出,VA11,0,i,3,0,3,0,i
不偏不倚,VH11,8,i,47,8,47,11,i
不停,Dd,61,d,2035,61,2035,258,d
不備,b,0,v,99,0,99,9,v
不僅,Cbbb,897,c,11895,897,11895,1996,c
不僅僅,Daa,45,d,1135,45,1135,154,d
不像話,VH11,5,l,60,5,60,10,l
不光,Daa,31,c,502,31,502,78,c
不克,"Dbaa, VH11","7, 0",m,3,7,3,6,m
不免,Dbab,162,c,2074,162,2074,353,c
不入,b,0,v,3,0,3,0,v
不共戴天,VH11,1,i,125,1,125,13,i
不共載天,VH11,0,l,3,0,3,0,l
不再,"Dd, VH11","844, 20",d,6513,864,6513,2080,d
不冷不熱,VH11,0,l,46,0,46,4,l
不凍港,Ncb,0,n,37,0,37,3,n
不凡,VH11,25,d,348,25,348,57,d
不出,VJ3,17,v,3,17,3,15,v
不出所料,Dbb,3,i,66,3,66,9,i
不分彼此,VH11,3,l,40,3,40,6,l
不分晝夜,Dd,1,v,3,1,3,1,v
不分軒輊,VH11,4,nr,6,4,6,4,nr
不分首從,VH11,0,i,3,0,3,0,i
不切實際,VH11,27,l,146,27,146,38,l
不列顛,Nca,1,ns,258,1,258,26,ns
不利,Nv3,158,a,1818,158,1818,324,a
不到,VJ3,149,v,11072,149,11072,1241,v
不力,VH11,24,n,252,24,252,46,n
不動產,Naeb,64,l,135,64,135,71,l
不動聲色,VH11,14,i,456,14,456,58,i
不務正業,VA4,6,n,45,6,45,9,n
不勝,"Dbb, VJ1","32, 3",v,479,35,479,127,v
不勝其煩,VH21,6,i,12,6,12,6,i
不勝唏噓,VH21,2,z,3,2,3,2,z
不勝枚舉,VH11,29,i,77,29,77,33,i
不勝負荷,VH11,5,n,3,5,3,4,n
不勝酒力,VH11,0,i,3,0,3,0,i
不勞而獲,VH11,13,i,21,13,21,13,i
不卑不亢,VH11,5,i,45,5,45,9,i
不即不離,VH11,1,i,29,1,29,3,i
不厭其煩,VH21,18,i,58,18,58,22,i
不及,VJ3,75,c,1498,75,1498,217,c
不可,Dbab,857,v,9674,857,9674,1738,v
不可一世,VH11,8,i,282,8,282,35,i
不可勝數,VH11,1,l,45,1,45,5,l
不可同日而語,VH11,0,i,83,0,83,8,i
不可多得,VH11,12,l,76,12,76,18,l
不可思議,VH11,80,i,437,80,437,115,i
不可或缺,A,80,l,164,80,164,88,l
不可抗力,Nad,1,l,39,1,39,4,l
不可捉摸,VH11,1,i,33,1,33,4,i
不可收拾,VH11,12,i,143,12,143,25,i
不可救葯,VH11,0,nz,3,0,3,0,nz
不可救藥,VH11,2,i,44,2,44,6,i
不可旁貸,VH11,0,i,3,0,3,0,i
不可理喻,VH11,10,i,56,10,56,14,i
不可諱言,VH11,6,i,3,6,3,5,i
不可限量,VH11,4,l,44,4,44,8,l
不合時宜,VH11,20,i,103,20,103,28,i
不同,"Nad, VH11","296, 3113",a,29383,3409,29383,8944,a
不同凡響,VH11,7,l,79,7,79,14,l
不同點,Nac,8,n,42,8,42,11,n
不名數,Nac,0,l,3,0,3,0,l
不名譽,VH11,3,l,8,3,8,3,l
不吝,Dh,17,a,50,17,50,20,a
不告而別,VA4,3,i,3,3,3,3,i
不周,VH11,10,t,60,10,60,15,t
不啻,Dab,24,d,62,24,62,27,d
不善,VH11,30,v,409,30,409,67,v
不單,Daa,40,a,217,40,217,57,a
不圖,VJ2,3,v,24,3,24,5,v
不在此限,VH11,11,l,3,11,3,10,l
不在話下,VH11,17,l,324,17,324,47,l
不堪,"Dfb, VK2","26, 93",v,983,119,983,303,v
不堪一擊,VH11,6,i,134,6,134,18,i
不堪回首,VH11,5,i,42,5,42,8,i
不堪設想,VH11,11,i,184,11,184,28,i
不壹,VH11,0,m,3,0,3,0,m
不外,Daa,35,c,134,35,134,44,c
不外乎,VK2,36,l,117,36,117,44,l
不多會兒,Dd,0,m,3,0,3,0,m
不夜城,Nab,10,i,14,10,14,10,i
不失,VJ3,30,v,353,30,353,62,v
不失為,VG2,28,v,272,28,272,52,v
不失眾望,VH11,0,i,3,0,3,0,i
不奈,VI1,1,d,3,1,3,1,d
不奈煩,VH21,0,i,3,0,3,0,i
不如,"Cbca, VJ1","133, 236",c,2518,369,2518,835,c
不如歸去,VH11,0,i,3,0,3,0,i
不妙,VH11,14,a,454,14,454,58,a
不妥,VH11,27,a,486,27,486,72,a
不妨,Dbaa,295,v,1481,295,1481,413,v
不孕,"Nv4, VH11","0, 29",v,134,29,134,52,v
不孕症,Nad,16,n,14,16,14,15,n
不孚眾望,VH11,1,l,3,1,3,1,l
不孝,VH11,19,a,191,19,191,36,a
不孝子,Nab,0,l,3,0,3,0,l
不學無術,VH11,7,l,41,7,41,10,l
不安,Nv4,184,a,1531,184,1531,318,a
不安於位,VH11,0,l,3,0,3,0,l
不安於室,VH11,1,i,3,1,3,1,i
不定,VH11,66,d,733,66,733,132,d
不定形,A,0,n,3,0,3,0,n
不定詞,Nac,0,n,3,0,3,0,n
不宜,VL2,133,a,1290,133,1290,248,a
不宣而戰,VA4,0,l,23,0,23,2,l
不容,Dbab,75,n,655,75,655,133,n
不容分說,Dk,0,l,39,0,39,3,l
不容置喙,VH11,1,i,2,1,2,1,i
不容置疑,VH11,2,i,89,2,89,10,i
不寒而慄,VH21,2,"i, nr","117, 3",2,120,"13, 0","i, nr"
不實,VH11,32,d,3,32,3,29,d
不寧,VH11,7,c,3,7,3,6,c
不對勁,VH11,18,l,3,18,3,16,l
不少,"Neqa, VH11","871, 448",d,8340,1319,8340,2855,d
不屈,VH11,6,v,568,6,568,62,v
不屈不撓,VH11,9,i,104,9,104,18,i
不屑,VL2,27,v,355,27,355,59,v
不屑一顧,VI1,6,i,96,6,96,15,i
不屑於,VK1,4,n,3,4,3,3,n
不巧,VH11,20,a,73,20,73,25,a
不已,Dfb,193,d,1069,193,1069,280,d
不平,"Nv4, VH11","0, 65",n,551,65,551,168,n
不平則鳴,VA4,1,i,3,1,3,1,i
不幸,"Dbb, Nad, VH11","14, 42, 282",a,1861,338,1861,862,a
不得,Dbab,325,v,6248,325,6248,917,v
不得不,Dbab,285,d,3096,285,3096,566,d
不得了,VH11,111,l,363,111,363,136,l
不得其法,VH11,2,i,3,2,3,2,i
不得其解,VH11,2,i,3,2,3,2,i
不得已,VH21,57,d,527,57,527,104,d
不得而知,VI1,22,i,151,22,151,34,i
不得要領,VH11,2,l,55,2,55,7,l
不復,Dd,49,v,21,49,21,46,v
不必,Dbab,659,d,3955,659,3955,988,d
不忍,VK1,48,v,628,48,628,106,v
不念舊惡,VH21,0,i,18,0,18,1,i
不急之務,Nad,0,l,12,0,12,1,l
不恥下問,VH11,2,l,3,2,3,2,l
不悅,"Nv2, VI1","0, 19",a,203,19,203,57,a
不惑,VH21,23,v,35,23,35,24,v
不惜,VL1,82,v,882,82,882,162,v
不惜一戰,VA4,1,i,3,1,3,1,i
不意,Dbb,0,v,191,0,191,19,v
不愧,Dbb,9,a,336,9,336,41,a
不愧為,VG2,3,v,115,3,115,14,v
不慌不忙,VH21,17,i,202,17,202,35,i
不慎,VH11,55,a,189,55,189,68,a
不懈,VH11,24,a,269,24,269,48,a
不懷好意,VH21,4,i,163,4,163,19,i
不懼,VJ2,5,a,3,5,3,4,a
不成,T,0,v,1160,0,1160,116,v
不成敬意,VH11,1,i,3,1,3,1,i
不成文法,"Nad, VH11","2, 0",l,39,2,39,9,l
不成體統,VH11,0,l,33,0,33,3,l
不打不相識,VH11,0,i,10,0,10,1,i
不打緊,VH11,7,l,3,7,3,6,l
不折不扣,"A, Dbb","22, 0",i,164,22,164,52,i
不拘,VJ1,17,v,112,17,112,26,v
不拘小節,VH11,5,i,27,5,27,7,i
不提也罷,VH11,0,nr,3,0,3,0,nr
不擇手段,VA4,16,i,82,16,82,22,i
不支,VH11,9,m,125,9,125,20,m
不支倒地,VH11,5,i,3,5,3,4,i
不教而誅,VA4,0,i,3,0,3,0,i
不敢當,VH11,11,l,313,11,313,41,l
不敬,VI1,8,a,3,8,3,7,a
不敵,VJ1,22,v,3,22,3,20,v
不料,Dbb,109,n,1560,109,1560,254,n
不斷,"Dd, VH11","730, 496",d,14972,1226,14972,4097,d
不明,"VH11, VK1","97, 5",v,820,102,820,255,v
不明不白,VH11,8,l,145,8,145,21,l
不易,Nv4,343,a,1655,343,1655,474,a
不是,Nad,15,c,46856,15,46856,4699,c
不是之處,Nac,0,l,3,0,3,0,l
不時,Dd,167,c,987,167,987,249,c
不時之需,Nad,14,l,25,14,25,15,l
不更事,VH11,1,i,3,1,3,1,i
不會,Dbaa,2573,v,19515,2573,19515,4267,v
不服,VK1,42,v,824,42,824,120,v
不服輸,VH21,0,l,3,0,3,0,l
不期,Dbb,1,d,451,1,451,46,d
不期然,Dbb,4,l,3,4,3,3,l
不期而遇,VA4,7,l,39,7,39,10,l
不朽,VH11,16,a,339,16,339,48,a
不材,VH11,4,n,3,4,3,3,n
不果,VH11,2,c,3,2,3,2,c
不欺暗室,VH11,0,i,2,0,2,0,i
不歡而散,VH11,10,i,36,10,36,12,i
不止,"Daa, VH11","36, 6",v,981,42,981,234,v
不正,VH11,24,d,227,24,227,44,d
不毛,b,0,n,14,0,14,1,n
不毛之地,Nab,6,i,31,6,31,8,i
不求甚解,VI2,3,i,15,3,15,4,i
不求聞達,VA4,1,i,6,1,6,1,i
不治,VH11,14,v,3,14,3,12,v
不治之症,Nad,0,l,54,0,54,5,l
不法,A,82,n,233,82,233,97,n
不法之徒,Nab,0,i,15,0,15,1,i
不法行為,Nad,0,l,3,0,3,0,l
不消,Dbab,8,v,203,8,203,27,v
不消說,Dk,6,l,3,6,3,5,l
不淑,VH11,1,a,3,1,3,1,a
不測,Nad,10,v,108,10,108,19,v
不滿,Nv2,349,a,1880,349,1880,502,a
不濟,VH11,6,n,235,6,235,28,n
不濟事,VH11,1,n,52,1,52,6,n
不為所動,VH21,11,i,41,11,41,14,i
不為牛後,VH11,2,i,3,2,3,2,i
不為瓦全,VH11,1,i,144,1,144,15,i
不無,"Dbb, VJ3","7, 18",v,273,25,273,77,v
不無可疑,VH11,0,i,3,0,3,0,i
不無小補,VH11,2,i,3,2,3,2,i
不然,"Cbca, VH11","161, 30",c,1266,191,1266,425,c
不特,Cbbb,2,a,3,2,3,2,a
不獨,Cbbb,5,d,55,5,55,10,d
不獨有偶,VH11,0,i,3,0,3,0,i
不理,VJ2,23,v,707,23,707,91,v
不理不睬,VI1,2,i,3,2,3,2,i
不甘,VK1,31,v,376,31,376,65,v
不甘寂寞,VH21,10,i,32,10,32,12,i
不甘示弱,VH21,32,l,46,32,46,33,l
不生不滅,VH11,0,i,18,0,18,1,i
不用,Dbab,315,v,2829,315,2829,566,v
不用說,Dk,26,l,12,26,12,24,l
不由分說,Dh,2,l,105,2,105,12,l
不由得,Dbb,49,d,3271,49,3271,371,d
不由自主,Dh,24,i,561,24,561,77,i
不男不女,VH11,0,l,3,0,3,0,l
不留情面,VI2,1,l,3,1,3,1,l
不留餘地,VH11,1,l,19,1,19,2,l
不當,Nv4,178,d,657,178,657,225,d
不痛不癢,VH11,2,i,23,2,23,4,i
不白之冤,Nad,2,i,27,2,27,4,i
不盡,"Dfa, VH11","51, 22",d,985,73,985,262,d
不盡然,"Dab, VH11","7, 11",i,38,18,38,23,i
不相上下,VH11,16,i,97,16,97,24,i
不相干,VH11,39,l,231,39,231,58,l
不相聞問,VH11,0,i,3,0,3,0,i
不省人事,VH11,7,i,69,7,69,13,i
不眠不休,VH11,9,l,3,9,3,8,l
不睬,VJ2,0,v,3,0,3,0,v
不知不覺,Dh,86,i,662,86,662,143,i
不知去向,VH11,6,i,287,6,287,34,i
不知好歹,VH11,2,i,82,2,82,10,i
不知就裡,VH11,0,l,20,0,20,2,l
不知廉恥,VH11,0,i,3,0,3,0,i
不知所云,VH11,7,i,90,7,90,15,i
不知所措,VH11,31,i,310,31,310,58,i
不知死活,VH11,0,i,37,0,37,3,i
不知為不知,VH11,0,i,5,0,5,0,i
不知甘苦,VH11,0,i,3,0,3,0,i
不知自愛,VH11,0,i,3,0,3,0,i
不知輕重,VH11,0,i,26,0,26,2,i
不礙,VK2,1,v,3,1,3,1,v
不祥,VH11,20,a,294,20,294,47,a
不禁,VL1,261,d,4190,261,4190,653,d
不移,VH11,5,v,3,5,3,4,v
不稂不秀,VH11,0,i,3,0,3,0,i
不符,VJ1,70,v,198,70,198,82,v
不等,"Ng, VH11","66, 16",a,1126,82,1126,299,a
不管,Cbaa,656,c,4727,656,4727,1063,c
不管三七二十一,Dh,2,l,46,2,46,6,l
不約而同,Dh,44,i,385,44,385,78,i
不絕,VH11,27,v,3,27,3,24,v
不絕如縷,VH11,1,i,7,1,7,1,i
不絕於耳,VH11,15,i,85,15,85,22,i
不經事,VH11,0,n,3,0,3,0,n
不經意,Dh,35,l,234,35,234,54,l
不置,b,0,v,3,0,3,0,v
不置可否,VB11,10,i,102,10,102,19,i
不羈,VH11,5,v,62,5,62,10,v
不義,VH11,18,n,3,18,3,16,n
不義之財,Naeb,0,i,46,0,46,4,i
不翼而飛,VH11,3,i,31,3,31,5,i
不老草,Nab,0,l,3,0,3,0,l
不耐,"Nv2, VJ2","0, 21",a,3,21,3,19,a
不耐煩,"Nv4, VH21","0, 37",a,664,37,664,166,a
不聞不問,VB11,8,l,57,8,57,12,l
不聲不響,Dh,8,l,105,8,105,17,l
不肖,VH11,35,n,128,35,128,44,n
不能,Dbab,3145,v,33939,3145,33939,6224,v
不能不,Dbab,61,d,1440,61,1440,198,d
不能自己,VH11,0,i,68,0,68,6,i
不能言傳,VH11,0,l,3,0,3,0,l
不脛而走,VH11,4,i,52,4,52,8,i
不自禁,Dh,5,i,283,5,283,32,i
不自量力,VH11,2,l,72,2,72,9,l
不至於,Dbb,0,c,644,0,644,64,c
不致,Dbb,139,c,846,139,846,209,c
不致於,Dbb,116,v,194,116,194,123,v
不良,VH11,353,a,1941,353,1941,511,a
不良份子,Nab,0,l,3,0,3,0,l
不良導體,Nab,0,n,4,0,4,0,n
不良少年,Nab,0,l,3,0,3,0,l
不苟言笑,VH11,2,i,85,2,85,10,i
不落人後,VH11,15,i,3,15,3,13,i
不著痕跡,VH11,4,l,3,4,3,3,l
不著邊際,VH11,6,l,79,6,79,13,l
不藥而癒,VH11,5,l,3,5,3,4,l
不虛此行,VH11,16,i,25,16,25,16,i
不虞,VK1,15,v,3,15,3,13,v
不行,VH11,0,v,3515,0,3515,351,v
不要,Dbab,2154,df,14786,2154,14786,3417,df
不要臉,VH11,7,l,236,7,236,29,l
不見天日,VH11,5,i,3,5,3,4,i
不見得,Dbaa,185,d,236,185,236,190,d
不見經傳,VH11,2,l,3,2,3,2,l
不覺,VK1,48,d,1348,48,1348,178,d
不解,VK2,91,v,490,91,490,130,v
不解事,VH11,0,n,3,0,3,0,n
不言而喻,VH11,6,i,211,6,211,26,i
不計,VK1,24,v,258,24,258,47,v
不計其數,VH11,16,i,300,16,300,44,i
不計成本,VA4,0,l,3,0,3,0,l
不許,"Dbab, VF2","45, 21",d,2701,66,2701,599,d
不詳,VH11,18,v,286,18,286,44,v
不論,Cbaa,659,c,2373,659,2373,830,c
不諱,b,0,v,10,0,10,1,v
不謀其政,VA4,2,i,7,2,7,2,i
不謀其職,VA4,0,i,3,0,3,0,i
不謀而合,VH11,15,i,65,15,65,20,i
不識一丁,VH11,0,i,3,0,3,0,i
不識之無,VH11,0,l,3,0,3,0,l
不識時務,VH11,0,l,46,0,46,4,l
不變,VH11,160,v,2148,160,2148,358,v
不貞,VH11,1,a,3,1,3,1,a
不負所托,VH11,0,n,3,0,3,0,n
不負眾望,VH11,8,l,28,8,28,10,l
不起眼,VH11,34,l,153,34,153,45,l
不足,Nv4,692,a,5615,692,5615,1184,a
不足掛齒,VH11,2,i,20,2,20,3,i
不足為奇,VH11,23,i,132,23,132,33,i
不足為訓,VH11,0,i,6,0,6,0,i
不足輕重,VH11,0,i,3,0,3,0,i
不足道,VH11,1,v,51,1,51,6,v
不軌,VH11,1,v,93,1,93,10,v
不辭勞苦,VH11,4,l,41,4,41,7,l
不辭辛勞,VH11,7,i,19,7,19,8,i
不辭辛苦,VH11,2,i,25,2,25,4,i
不辱使命,VH11,1,i,28,1,28,3,i
不近人情,VH11,4,i,49,4,49,8,i
不速之客,Nab,3,i,79,3,79,10,i
不遂,VH11,1,v,41,1,41,5,v
不過,"Cbca, Daa, Dfb","2598, 309, 35",c,17372,2942,17372,7859,c
不過如此,VH11,3,c,52,3,52,7,c
不過爾爾,VH11,0,nz,17,0,17,1,nz
不道德,VH11,21,i,69,21,69,25,i
不遜,VJ1,8,a,81,8,81,15,a
不遠千里,Dg,9,i,31,9,31,11,i
不適,"Nv4, VH15","0, 45",a,505,45,505,141,a
不遺餘力,VI2,36,l,126,36,126,45,l
不配,Dbab,4,v,213,4,213,24,v
不量力,VH11,0,n,3,0,3,0,n
不錯,VH11,686,a,5322,686,5322,1149,a
不鏽鋼,Nab,18,n,153,18,153,31,n
不關,VJ1,5,v,3,5,3,4,v
不關痛癢,VH11,0,i,8,0,8,0,i
不雅,VH11,7,a,3,7,3,6,a
不雅觀,VH11,4,n,3,4,3,3,n
不須,Dbab,48,d,329,48,329,76,d
不顧,VJ1,94,v,1722,94,1722,256,v
不顧一切,Dh,10,i,239,10,239,32,i
不齒,VJ2,6,n,84,6,84,13,n
丐,b,0,g,899,0,899,89,g
丑旦,Nab,0,n,3,0,3,0,n
丑角,Nab,6,n,37,6,37,9,n
且,"Caa, Cbcb","1790, 111",zg,10470,1901,10470,3804,zg
且慢,VH11,2,l,332,2,332,35,l
且說,VE2,2,c,647,2,647,66,c
丕,b,0,g,147,0,147,14,g
世,Nac,127,n,6523,127,6523,766,n
